EstablecimientoCodigoAntiguo;EstablecimientoCodigo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;EstablecimientoGlosa;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion;FechaCierre
;201895;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;AlmaKinesis;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;1115;Presidente José Manuel Balmaceda, oficina 311;941463247;14-09-2021;NO;No Aplica;No Aplica;-29.9100902;-71.25032521;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;02-06-2025;
;201896;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Consultas EdoGonza;No Aplica;Privado;Secundario;04101;La Serena;Avenida;1115;Presidente José Manuel Balmaceda, oficina 220;221575090;11-05-2023;NO;No Aplica;No Aplica;-29.9100902;-71.25032521;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;02-06-2025;
;201897;;;07;Maule;07;SEREMI de Salud del Maule;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro Radiológico;Establecimiento de Salud;Tripanko;No Aplica;Privado;No Aplica;07102;Constitución;Calle;322;Portales 322-B;995630766;03-08-2016;NO;No Aplica;No Aplica;-35.32987666;-72.41117374;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-05-2025;
;201898;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Centro de Diagnostico Nuara - Larraín Alcalde;No Aplica;Privado;No Aplica;04101;La Serena;Calle;1146;Larraín Alcalde;512485980;11-08-2017;NO;No Aplica;No Aplica;-29.91120822;-71.24856888;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;02-06-2025;
;201899;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Centro Kinésico Balance;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;1115;Presidente José Manuel Balmaceda, oficina 403;992652883;24-01-2014;NO;No Aplica;No Aplica;-29.9100902;-71.25032521;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;02-06-2025;
;201900;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Sonrisa Ideal - La Serena;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;1115;Presidente José Manuel Balmaceda, oficina 325;945984123;30-11-2018;NO;No Aplica;No Aplica;-29.9100902;-71.25032521;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;02-06-2025;
;201901;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Odontológica Altamira;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;1115;Presidente José Manuel Balmaceda, oficina 209 y 211;940187984;29-07-2015;NO;No Aplica;No Aplica;-29.9100902;-71.25032521;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;02-06-2025;
;201902;;;08;Biobío;08;SEREMI de Salud del Biobío;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro Médico Andes Salud Los Angeles;No Aplica;Privado;Secundario;08301;Los Ángeles;Avenida;1129;Alemania;41 2666000;08-01-2024;NO;No Aplica;No Aplica;-37.46743663;-72.33198413;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201903;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Sala  Externa de Toma de Muestras (SETM);Unidad de Atención;Sala Externa Toma Muestas VIDALAB;No Aplica;Privado;No Aplica;13605;Peñaflor;Calle;150;San Martín;(2) 2812 2099;28-05-2025;NO;No Aplica;No Aplica;-33.6094261;-70.90434431;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201904;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Laboratorio Clinico Blanco SpA;No Aplica;Privado;No Aplica;13114;Las Condes;Avenida;200;Estoril   oficina 223-224;56 224905500;22-05-2025;NO;No Aplica;No Aplica;-33.3846217;-70.53274462;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201905;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Diálisis;Establecimiento de Salud;DAVITA BUIN;No Aplica;Privado;No Aplica;13402;Buin;Camino;1750;BUIN MAIPO;226172100;08-04-2025;NO;No Aplica;No Aplica;-33.7346882;-70.75814771;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201906;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Dental Dra. Johana Alvarez;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;1115;Presidente José Manuel Balmaceda, oficina 425;947595517;11-07-2023;NO;No Aplica;No Aplica;-29.9100902;-71.25032521;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;200672;;;06;Libertador Gral. B. O'Higgins;;No Aplica;No Aplica;Otro;No Aplica;Servicio Medico Legal Santa Cruz;No Aplica;Otra Institución;No Aplica;06310;Santa Cruz;Avenida;961;Errázuriz;722931002;;No Aplica;No Aplica;No Aplica;-34.63475919;-71.3566718;No Aplica;Vigente en Operación Habitual;No Aplica;No Aplica;23-03-2024;
;201907;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Odontología Avanzada Sonríe (OAS) - Amunategui;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;1115;Presidente José Manuel Balmaceda, oficina 305;944263120;06-08-2018;NO;No Aplica;No Aplica;-29.9100902;-71.25032521;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201908;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Sala  Externa de Toma de Muestras (SETM);Unidad de Atención;Sala Externa de Toma de Muestras Xima - Larraín Alcalde;No Aplica;Privado;No Aplica;04101;La Serena;Calle;1146;Larraín Alcalde;991266863;28-09-2017;NO;No Aplica;No Aplica;-29.91120822;-71.24856888;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201909;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Elquivisión - La Serena;No Aplica;Privado;Secundario;04101;La Serena;Avenida;785;Amunátegui, 4° piso;512400278;04-10-2017;NO;No Aplica;No Aplica;-29.91053567;-71.24726086;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201910;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro Medico Dental Qhali Kay;No Aplica;Privado;Secundario;04101;La Serena;Avenida;689;Amunátegui 689;512484221;23-10-2015;NO;No Aplica;No Aplica;-29.91006252;-71.2486495;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201911;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Vitalcardio;No Aplica;Privado;Secundario;04101;La Serena;Calle;785;Amunátegui, oficina 209 y 210;998219771;01-07-2024;NO;No Aplica;No Aplica;-29.91053567;-71.24726086;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201912;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Orthodem - La Serena;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;785;Amunátegui, oficina 214;977560791;21-10-2021;NO;No Aplica;No Aplica;-29.91053567;-71.24726086;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201913;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Clínica SOMI;No Aplica;Privado;Secundario;04101;La Serena;Avenida;785;Amunategui, oficina 228;954249735;11-06-2024;NO;No Aplica;No Aplica;-29.91053567;-71.24726086;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201914;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Centro de Diagnostico Nuara - Huanhualí;No Aplica;Privado;No Aplica;04101;La Serena;Calle;330;Huanhualí;512485980;06-12-2024;NO;No Aplica;No Aplica;-29.9140965;-71.25485065;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201915;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;FocusRad - La Serena;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;785;Amunátegui, oficina 225;958681122;05-06-2018;NO;No Aplica;No Aplica;-29.91053567;-71.24726086;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201916;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Smile Kids;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;489;Amunátegui, oficina 322;959345944;20-06-2023;NO;No Aplica;No Aplica;-29.91005507;-71.25123526;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201917;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Orthodental - La Serena;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;785;Amunátegui, oficina 317;963915908;22-11-2019;NO;No Aplica;No Aplica;-29.91053567;-71.24726086;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201918;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Odontológica Miryam Cristina Lucero Yela;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;489;Amunátegui, oficina 215;974998361;19-12-2023;NO;No Aplica;No Aplica;-29.91005507;-71.25123526;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201919;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Clínica Nayar;No Aplica;Privado;Secundario;04101;La Serena;Avenida;785;Amunátegui, oficina 302;982799116;28-06-2022;NO;No Aplica;No Aplica;-29.91053567;-71.24726086;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201920;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Clínica Hera;No Aplica;Privado;Secundario;04101;La Serena;Avenida;711;Amunátegui;229071853;07-12-2021;NO;No Aplica;No Aplica;-29.9100438;-71.2483489;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201921;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Dental Risó;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;489;Amunátegui, oficina 404;986629726;12-10-2022;NO;No Aplica;No Aplica;-29.91005507;-71.25123526;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201922;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Dental Altos de Amunátegui;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;723;Amunátegui;939628497;22-07-2019;NO;No Aplica;No Aplica;-29.91012538;-71.24813416;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201923;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro Médico Amunátegui;No Aplica;Privado;Secundario;04101;La Serena;Avenida;785;Amunátegui, oficinas 423-426;512674515;03-11-2020;NO;No Aplica;No Aplica;-29.91053567;-71.24726086;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201924;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Sala  Externa de Toma de Muestras (SETM);Unidad de Atención;Sala Externa de Toma de Muestras Analyzer - Amunategui;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;785;a Amunátegui, local 5;512402274;20-04-2018;NO;No Aplica;No Aplica;-29.91053567;-71.24726086;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201925;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Sala  Externa de Toma de Muestras (SETM);Unidad de Atención;Sala Externa de Toma de Muestras Xima - Huanhualí;No Aplica;Privado;No Aplica;04101;La Serena;Calle;330;Huanhualí;991266863;05-03-2025;NO;No Aplica;No Aplica;-29.9140965;-71.25485065;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201926;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;CYB Servicios Médicos Integrales - Las Compañías;No Aplica;Privado;Secundario;04101;La Serena;Avenida;2601;Argentina;943529427;19-01-2023;NO;No Aplica;No Aplica;-29.87842066;-71.24303292;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201927;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Dental RedSalud Coquimbo;No Aplica;Privado;No Aplica;04102;Coquimbo;Calle;840;José Santiago Aldunate;223813063;07-11-2022;NO;No Aplica;No Aplica;-29.95142516;-71.33760015;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201928;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Centro de Diagnóstico Anatomopatológico;No Aplica;Privado;No Aplica;04102;Coquimbo;Calle;748;Pensylvania;512318559;12-08-2009;NO;No Aplica;No Aplica;-29.97121787;-71.33769288;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201929;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Centro Médico Rads - Función Pulmonar;No Aplica;Privado;No Aplica;04102;Coquimbo;Calle;748;Presidente Arturo Alessandri;512322831;16-05-2023;NO;No Aplica;No Aplica;-29.96890175;-71.33890088;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201930;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Radiología Dental Arenas de Coquimbo;No Aplica;Privado;No Aplica;04102;Coquimbo;Avenida;340;Pedro Nolasco Videla, oficina 209 y 215;985163164;02-10-2023;NO;No Aplica;No Aplica;-29.96324215;-71.33625019;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201931;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Quiropraxis Rehabilitación Integral;No Aplica;Privado;No Aplica;04102;Coquimbo;Avenida;748;Presidente Arturo Alessandri;512322831;16-05-2023;NO;No Aplica;No Aplica;-29.96890175;-71.33890088;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201932;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;MedicLife;No Aplica;Privado;No Aplica;04102;Coquimbo;Avenida;810;Pedro Nolasco Videla, oficina 214;922485348;19-12-2023;NO;No Aplica;No Aplica;-29.96474728;-71.33585172;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201933;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Jose Villar Méndez;No Aplica;Privado;No Aplica;04102;Coquimbo;Avenida;182;Pedro Nolasco Videla;512314312;19-08-2009;NO;No Aplica;No Aplica;-29.96071497;-71.33822518;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201934;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;ImatecSalud - O&G Coquimbo;No Aplica;Privado;No Aplica;04102;Coquimbo;Avenida;348;Pedro Nolasco Videla, 3° piso;6006009060;14-02-2022;NO;No Aplica;No Aplica;-29.96360032;-71.33591704;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201935;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Elquivisión - Coquimbo;No Aplica;Privado;Secundario;04102;Coquimbo;Avenida;348;Pedro Nolasco Videla, 5° piso;989126769;29-10-2024;NO;No Aplica;No Aplica;-29.96360032;-71.33591704;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201936;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;DiagnoSalud - Diagnóstico Médico por Imagen;No Aplica;Privado;No Aplica;04102;Coquimbo;Avenida;810;Pedro Nolasco Videla, 1° piso;956472909;03-02-2023;NO;No Aplica;No Aplica;-29.96474728;-71.33585172;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201937;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro Médico Vida Salud;No Aplica;Privado;Secundario;04102;Coquimbo;Avenida;288;Presidente Arturo Alessandri;512322034;25-07-2022;NO;No Aplica;No Aplica;-29.9633635;-71.33637453;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201938;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro Médico El Llano;No Aplica;Privado;Secundario;04102;Coquimbo;Avenida;380;Presidente Arturo Alessandri;512521732;01-09-2016;NO;No Aplica;No Aplica;-29.96689859;-71.34090357;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201939;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro de Salud Laboral VICMAR;No Aplica;Privado;Secundario;04102;Coquimbo;Avenida;304;Pedro Nolasco Videla, oficina 302 y 304;981941745;16-05-2024;NO;No Aplica;No Aplica;-29.96270587;-71.33666117;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201940;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Resonancia Magnética del Norte;No Aplica;Privado;No Aplica;04102;Coquimbo;Avenida;718;Presidente Arturo Alessandri;512322831;27-06-2000;NO;No Aplica;No Aplica;-29.96875662;-71.33903452;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201941;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro Médico Rads;No Aplica;Privado;Secundario;04102;Coquimbo;Avenida;718;Presidente Arturo Alessandri;512322831;31-03-2023;NO;No Aplica;No Aplica;-29.96875662;-71.33903452;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201942;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;INDENTAL;No Aplica;Privado;No Aplica;04102;Coquimbo;Avenida;340;a Pedro Nolasco Videla, oficina 505 y 506;978349518;13-02-2020;NO;No Aplica;No Aplica;-29.96324215;-71.33625019;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201943;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;DiagnoSalud;No Aplica;Privado;Secundario;04102;Coquimbo;Avenida;810;Pedro Nolasco Videla, 1° piso;956472909;03-02-2023;NO;No Aplica;No Aplica;-29.96474728;-71.33585172;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201944;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Dentomec;No Aplica;Privado;No Aplica;04102;Coquimbo;Avenida;810;Pedro Nolasco Videla, oficina 419;986088526;16-01-2025;NO;No Aplica;No Aplica;-29.96474728;-71.33585172;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201945;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Orthodental - Coquimbo;No Aplica;Privado;No Aplica;04102;Coquimbo;Avenida;810;a Pedro Nolasco Videla, oficina 319;989643535;20-11-2024;NO;No Aplica;No Aplica;-29.96474728;-71.33585172;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201946;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Odontología Avanzada Sonríe (OAS) - Coquimbo;No Aplica;Privado;No Aplica;04102;Coquimbo;Avenida;348;Pedro Nolasco Videla, local 11 y 11B;977884353;22-12-2021;NO;No Aplica;No Aplica;-29.96360032;-71.33591704;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201947;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro Médico CIRMED;No Aplica;Privado;Secundario;04102;Coquimbo;Avenida;340;Pedro Nolasco Videla, oficina 503A y 503B;512406060;07-10-2019;NO;No Aplica;No Aplica;-29.96324215;-71.33625019;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201949;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Sala  Externa de Toma de Muestras (SETM);Unidad de Atención;Sala Externa de Toma de Muestras Santa Maria - El Llano;No Aplica;Privado;No Aplica;04102;Coquimbo;Avenida;748;Presidente Arturo Alessandri;512322831;01-04-2021;NO;No Aplica;No Aplica;-29.96890175;-71.33890088;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201950;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Sala  Externa de Toma de Muestras (SETM);Unidad de Atención;Sala Externa de Toma de Muestras CYB - Alessandri;No Aplica;Privado;No Aplica;04102;Coquimbo;Avenida;519;Presidente Arturo Alessandri;512784751;13-07-2023;NO;No Aplica;No Aplica;-29.96747155;-71.33971113;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201951;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Sala  Externa de Toma de Muestras (SETM);Unidad de Atención;Sala Externa de Toma de Muestras Analyzer - Videla;No Aplica;Privado;No Aplica;04102;Coquimbo;Avenida;340;Pedro Nolasco Videla, local 1-2;512402259;20-01-2021;NO;No Aplica;No Aplica;-29.96324215;-71.33625019;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
